Timestamp,Occupancy,Capacity
04-10-2016 12:29,779,1200
04-10-2016 12:29,1484,2009
04-10-2016 12:29,464,470
04-10-2016 12:29,604,2803
04-10-2016 12:29,683,690
04-10-2016 12:29,334,387
04-10-2016 12:29,648,687
04-10-2016 12:29,1297,3103
04-10-2016 12:29,836,1322
04-10-2016 12:29,379,485
04-10-2016 12:56,374,485
04-10-2016 13:02,1448,1920
04-10-2016 13:02,810,1322
04-10-2016 13:02,3232,3883
04-10-2016 13:02,269,577
04-10-2016 13:02,1288,3103
04-10-2016 13:02,660,690
04-10-2016 13:02,333,387
04-10-2016 13:02,1461,2009
04-10-2016 13:02,458,470
04-10-2016 13:02,651,687
04-10-2016 13:02,1367,2937
04-10-2016 13:02,773,1200
04-10-2016 13:02,596,2803
04-10-2016 13:29,648,687
04-10-2016 13:29,375,485
04-10-2016 13:29,263,577
04-10-2016 13:29,758,1200
04-10-2016 13:29,581,2803
04-10-2016 13:29,331,387
04-10-2016 13:29,1432,1920
04-10-2016 13:29,450,470
04-10-2016 13:29,3184,3883
04-10-2016 13:29,811,1322
04-10-2016 13:29,1459,2009
04-10-2016 13:29,648,690
04-10-2016 13:29,1360,2937
04-10-2016 13:29,1273,3103
04-10-2016 14:02,576,2803
04-10-2016 14:02,815,1322
04-10-2016 14:02,757,1200
04-10-2016 14:02,1352,2937
04-10-2016 14:02,381,485
04-10-2016 14:02,1262,3103
04-10-2016 14:02,3145,3883
04-10-2016 14:02,238,577
04-10-2016 14:02,639,690
04-10-2016 14:02,1430,1920
04-10-2016 14:02,1452,2009
04-10-2016 14:02,332,387
04-10-2016 14:02,637,687
04-10-2016 14:02,446,470
04-10-2016 14:29,627,687
04-10-2016 14:29,3113,3883
04-10-2016 14:29,1318,2937
04-10-2016 14:29,1429,1920
04-10-2016 14:29,322,387
04-10-2016 14:29,215,577
04-10-2016 14:29,560,2803
04-10-2016 14:29,433,470
04-10-2016 14:29,1420,2009
04-10-2016 14:29,621,690
04-10-2016 14:29,1238,3103
04-10-2016 14:29,793,1322
04-10-2016 14:29,373,485
04-10-2016 14:29,760,1200
04-10-2016 14:57,307,387
04-10-2016 14:57,593,687
04-10-2016 14:57,3011,3883
04-10-2016 14:57,354,485
04-10-2016 14:57,1381,1920
04-10-2016 14:57,529,2803
04-10-2016 14:57,426,470
04-10-2016 14:57,1346,2009
04-10-2016 14:57,1169,3103
04-10-2016 14:57,606,690
04-10-2016 14:57,753,1322
04-10-2016 14:57,727,1200
04-10-2016 14:57,1267,2937
04-10-2016 14:57,192,577
04-10-2016 15:30,581,690
04-10-2016 15:30,294,387
04-10-2016 15:30,1300,1920
04-10-2016 15:30,1288,2009
04-10-2016 15:30,1127,3103
04-10-2016 15:30,716,1322
04-10-2016 15:30,411,470
04-10-2016 15:30,338,485
04-10-2016 15:30,572,687
04-10-2016 15:30,165,577
04-10-2016 15:30,1213,2937
04-10-2016 15:30,678,1200
04-10-2016 15:30,511,2803
04-10-2016 15:30,2839,3883
04-10-2016 16:04,534,690
04-10-2016 16:04,317,485
04-10-2016 16:04,270,387
04-10-2016 16:04,1121,2937
04-10-2016 16:04,664,1322
04-10-2016 16:04,648,1200
04-10-2016 16:04,511,687
04-10-2016 16:04,461,2803
04-10-2016 16:04,162,577
04-10-2016 16:04,376,470
04-10-2016 16:04,1019,3103
04-10-2016 16:04,1218,1920
04-10-2016 16:04,1175,2009
04-10-2016 16:04,2656,3883
04-10-2016 16:31,143,577
04-10-2016 16:31,618,1322
04-10-2016 16:31,1015,2937
04-10-2016 16:31,936,3103
04-10-2016 16:31,1089,2009
04-10-2016 16:31,2359,3883
04-10-2016 16:31,1075,1920
04-10-2016 16:31,245,387
04-10-2016 16:31,406,2803
04-10-2016 16:31,466,690
04-10-2016 16:31,471,687
04-10-2016 16:31,325,470
04-10-2016 16:31,304,485
04-10-2016 16:31,565,1200
05-10-2016 07:57,282,687
05-10-2016 07:57,453,1322
05-10-2016 07:57,246,2803
05-10-2016 07:57,735,2009
05-10-2016 07:57,602,1920
05-10-2016 07:57,54,577
05-10-2016 07:57,1104,3883
05-10-2016 07:57,650,3103
05-10-2016 07:57,146,387
05-10-2016 07:57,268,485
05-10-2016 07:57,127,470
05-10-2016 07:57,594,2937
05-10-2016 07:57,229,1200
05-10-2016 07:57,180,690
05-10-2016 08:30,487,1322
05-10-2016 08:30,333,1200
05-10-2016 08:30,294,690
05-10-2016 08:30,59,577
05-10-2016 08:30,1599,3883
05-10-2016 08:30,169,387
05-10-2016 08:30,779,1920
05-10-2016 08:30,817,2009
05-10-2016 08:30,326,2803
05-10-2016 08:30,760,3103
05-10-2016 08:30,273,485
05-10-2016 08:30,201,470
05-10-2016 08:30,736,2937
05-10-2016 08:30,330,687
05-10-2016 09:04,896,3103
05-10-2016 09:04,419,2803
05-10-2016 09:04,424,690
05-10-2016 09:04,293,485
05-10-2016 09:04,949,2009
05-10-2016 09:04,395,687
05-10-2016 09:04,2142,3883
05-10-2016 09:04,554,1322
05-10-2016 09:04,928,2937
05-10-2016 09:04,470,1200
05-10-2016 09:04,975,1920
05-10-2016 09:04,211,387
05-10-2016 09:04,71,577
05-10-2016 09:04,283,470
05-10-2016 09:30,317,485
05-10-2016 09:30,1090,2009
05-10-2016 09:30,1138,1920
05-10-2016 09:30,256,387
05-10-2016 09:30,1083,2937
05-10-2016 09:30,2552,3883
05-10-2016 09:30,347,470
05-10-2016 09:30,83,577
05-10-2016 09:30,464,687
05-10-2016 09:30,1003,3103
05-10-2016 09:30,584,1200
05-10-2016 09:30,626,1322
05-10-2016 09:30,478,2803
05-10-2016 09:30,510,690
05-10-2016 10:04,339,485
05-10-2016 10:04,1221,2937
05-10-2016 10:04,1246,2009
05-10-2016 10:04,699,1200
05-10-2016 10:04,710,1322
05-10-2016 10:04,1306,1920
05-10-2016 10:04,572,690
05-10-2016 10:04,310,387
05-10-2016 10:04,536,687
05-10-2016 10:04,114,577
05-10-2016 10:04,1112,3103
05-10-2016 10:04,383,470
05-10-2016 10:04,2957,3883
05-10-2016 10:04,547,2803
05-10-2016 10:30,404,470
05-10-2016 10:30,1379,1920
05-10-2016 10:30,1288,2937
05-10-2016 10:30,355,485
05-10-2016 10:30,1339,2009
05-10-2016 10:30,586,2803
05-10-2016 10:30,337,387
05-10-2016 10:30,128,577
05-10-2016 10:30,598,690
05-10-2016 10:30,1182,3103
05-10-2016 10:30,761,1322
05-10-2016 10:30,736,1200
05-10-2016 10:30,578,687
05-10-2016 10:30,3117,3883
05-10-2016 11:04,619,687
05-10-2016 11:04,1330,2937
05-10-2016 11:04,624,690
05-10-2016 11:04,757,1200
05-10-2016 11:04,420,470
05-10-2016 11:04,1410,1920
05-10-2016 11:04,367,485
05-10-2016 11:04,1411,2009
05-10-2016 11:04,3177,3883
05-10-2016 11:04,339,387
05-10-2016 11:04,148,577
05-10-2016 11:04,1250,3103
05-10-2016 11:04,792,1322
05-10-2016 11:04,603,2803
05-10-2016 11:30,366,485
05-10-2016 11:30,1436,2009
05-10-2016 11:30,1340,2937
05-10-2016 11:30,1259,3103
05-10-2016 11:30,796,1322
05-10-2016 11:30,429,470
05-10-2016 11:30,640,687
05-10-2016 11:30,634,690
05-10-2016 11:30,1430,1920
05-10-2016 11:30,340,387
05-10-2016 11:30,3194,3883
05-10-2016 11:30,162,577
05-10-2016 11:30,593,2803
05-10-2016 11:30,774,1200
05-10-2016 12:04,447,470
05-10-2016 12:04,650,687
05-10-2016 12:04,3213,3883
05-10-2016 12:04,369,485
05-10-2016 12:04,1264,3103
05-10-2016 12:04,1359,2937
05-10-2016 12:04,779,1200
05-10-2016 12:04,178,577
05-10-2016 12:04,809,1322
05-10-2016 12:04,582,2803
05-10-2016 12:04,653,690
05-10-2016 12:04,337,387
05-10-2016 12:04,1446,1920
05-10-2016 12:04,1459,2009
05-10-2016 12:17,376,485
05-10-2016 12:30,662,690
05-10-2016 12:30,770,1200
05-10-2016 12:30,1278,3103
05-10-2016 12:30,183,577
05-10-2016 12:30,811,1322
05-10-2016 12:30,450,470
05-10-2016 12:30,336,387
05-10-2016 12:30,1437,1920
05-10-2016 12:30,3190,3883
05-10-2016 12:30,1371,2937
05-10-2016 12:30,1472,2009
05-10-2016 12:30,661,687
05-10-2016 12:30,580,2803
05-10-2016 12:57,756,1200
05-10-2016 12:57,1490,2009
05-10-2016 12:57,451,470
05-10-2016 12:57,343,387
05-10-2016 12:57,373,485
05-10-2016 12:57,1381,2937
05-10-2016 12:57,3145,3883
05-10-2016 12:57,827,1322
05-10-2016 12:57,586,2803
05-10-2016 12:57,1418,1920
05-10-2016 12:57,665,690
05-10-2016 12:57,175,577
05-10-2016 12:57,663,687
05-10-2016 12:57,1279,3103
05-10-2016 13:30,372,485
05-10-2016 13:30,179,577
05-10-2016 13:30,761,1200
05-10-2016 13:30,638,687
05-10-2016 13:30,1462,2009
05-10-2016 13:30,669,690
05-10-2016 13:30,3146,3883
05-10-2016 13:30,824,1322
05-10-2016 13:30,1248,3103
05-10-2016 13:30,345,387
05-10-2016 13:30,1386,2937
05-10-2016 13:30,1427,1920
05-10-2016 13:30,454,470
05-10-2016 13:30,583,2803
05-10-2016 13:57,579,2803
05-10-2016 13:57,174,577
05-10-2016 13:57,1453,2009
05-10-2016 13:57,1237,3103
05-10-2016 13:57,1422,1920
05-10-2016 13:57,455,470
05-10-2016 13:57,818,1322
05-10-2016 13:57,1375,2937
05-10-2016 13:57,368,485
05-10-2016 13:57,764,1200
05-10-2016 13:57,635,687
05-10-2016 13:57,662,690
05-10-2016 13:57,3140,3883
05-10-2016 13:57,345,387
05-10-2016 14:30,3072,3883
05-10-2016 14:30,336,387
05-10-2016 14:30,767,1200
05-10-2016 14:30,1192,3103
05-10-2016 14:30,620,687
05-10-2016 14:30,447,470
05-10-2016 14:30,158,577
05-10-2016 14:30,794,1322
05-10-2016 14:30,361,485
05-10-2016 14:30,1409,1920
05-10-2016 14:30,547,2803
05-10-2016 14:30,653,690
05-10-2016 14:30,1414,2009
05-10-2016 14:30,1350,2937
05-10-2016 14:57,1355,2009
05-10-2016 14:57,1378,1920
05-10-2016 14:57,145,577
05-10-2016 14:57,1135,3103
05-10-2016 14:57,326,387
05-10-2016 14:57,521,2803
05-10-2016 14:57,435,470
05-10-2016 14:57,747,1200
05-10-2016 14:57,632,690
05-10-2016 14:57,771,1322
05-10-2016 14:57,356,485
05-10-2016 14:57,584,687
05-10-2016 14:57,2963,3883
05-10-2016 14:57,1314,2937
05-10-2016 15:30,592,690
05-10-2016 15:30,306,387
05-10-2016 15:30,708,1322
05-10-2016 15:30,698,1200
05-10-2016 15:30,482,2803
05-10-2016 15:30,1263,2009
05-10-2016 15:30,325,485
05-10-2016 15:30,1303,1920
05-10-2016 15:30,2782,3883
05-10-2016 15:30,129,577
05-10-2016 15:30,403,470
05-10-2016 15:30,555,687
05-10-2016 15:30,1223,2937
05-10-2016 15:30,1056,3103
05-10-2016 15:57,316,485
05-10-2016 16:04,374,470
05-10-2016 16:04,1198,2009
05-10-2016 16:04,1152,2937
05-10-2016 16:04,2571,3883
05-10-2016 16:04,685,1322
05-10-2016 16:04,513,687
05-10-2016 16:04,284,387
05-10-2016 16:04,1203,1920
05-10-2016 16:04,992,3103
05-10-2016 16:04,641,1200
05-10-2016 16:04,550,690
05-10-2016 16:04,445,2803
05-10-2016 16:04,121,577
05-10-2016 16:30,494,690
05-10-2016 16:30,632,1322
05-10-2016 16:30,299,485
05-10-2016 16:30,2277,3883
05-10-2016 16:30,390,2803
05-10-2016 16:30,1054,2937
05-10-2016 16:30,1097,2009
05-10-2016 16:30,114,577
05-10-2016 16:30,465,687
05-10-2016 16:30,335,470
05-10-2016 16:30,544,1200
05-10-2016 16:30,893,3103
05-10-2016 16:30,261,387
05-10-2016 16:30,1049,1920
06-10-2016 07:57,187,690
06-10-2016 07:57,58,577
06-10-2016 07:57,760,2009
06-10-2016 07:57,98,387
06-10-2016 07:57,615,1920
06-10-2016 07:57,1117,3883
06-10-2016 07:57,404,1322
06-10-2016 07:57,260,485
06-10-2016 07:57,545,2937
06-10-2016 07:57,356,687
06-10-2016 07:57,128,470
06-10-2016 07:57,225,1200
06-10-2016 07:57,174,2803
06-10-2016 07:57,692,3103
06-10-2016 08:30,772,1920
06-10-2016 08:30,703,2937
06-10-2016 08:30,199,470
06-10-2016 08:30,293,690
06-10-2016 08:30,461,1322
06-10-2016 08:30,304,1200
06-10-2016 08:30,133,387
06-10-2016 08:30,392,687
06-10-2016 08:30,785,3103
06-10-2016 08:30,63,577
06-10-2016 08:30,853,2009
06-10-2016 08:30,249,2803
06-10-2016 08:30,277,485
06-10-2016 08:30,1561,3883
06-10-2016 08:57,447,687
06-10-2016 08:57,858,2937
06-10-2016 08:57,70,577
06-10-2016 08:57,940,2009
06-10-2016 08:57,324,2803
06-10-2016 08:57,1974,3883
06-10-2016 08:57,282,485
06-10-2016 08:57,284,470
06-10-2016 08:57,157,387
06-10-2016 08:57,937,1920
06-10-2016 08:57,896,3103
06-10-2016 08:57,419,690
06-10-2016 08:57,402,1200
06-10-2016 08:57,493,1322
06-10-2016 09:30,2417,3883
06-10-2016 09:30,389,2803
06-10-2016 09:30,192,387
06-10-2016 09:30,1055,2009
06-10-2016 09:30,95,577
06-10-2016 09:30,999,3103
06-10-2016 09:30,505,687
06-10-2016 09:30,983,2937
06-10-2016 09:30,1119,1920
06-10-2016 09:30,534,1200
06-10-2016 09:30,337,470
06-10-2016 09:30,550,1322
06-10-2016 09:30,494,690
06-10-2016 09:30,297,485
06-10-2016 10:03,1105,3103
06-10-2016 10:03,1119,2937
06-10-2016 10:03,388,470
06-10-2016 10:03,461,2803
06-10-2016 10:03,568,690
06-10-2016 10:03,1230,1920
06-10-2016 10:03,549,687
06-10-2016 10:03,135,577
06-10-2016 10:03,228,387
06-10-2016 10:03,1170,2009
06-10-2016 10:03,323,485
06-10-2016 10:03,621,1322
06-10-2016 10:03,606,1200
06-10-2016 10:03,2702,3883
06-10-2016 10:30,1222,2937
06-10-2016 10:30,1261,2009
06-10-2016 10:30,578,687
06-10-2016 10:30,618,690
06-10-2016 10:30,336,485
06-10-2016 10:30,1158,3103
06-10-2016 10:30,683,1322
06-10-2016 10:30,424,470
06-10-2016 10:30,160,577
06-10-2016 10:30,512,2803
06-10-2016 10:30,646,1200
06-10-2016 10:30,1285,1920
06-10-2016 10:30,2850,3883
06-10-2016 10:30,268,387
06-10-2016 10:57,2957,3883
06-10-2016 10:57,441,470
06-10-2016 10:57,1335,1920
06-10-2016 10:57,645,690
06-10-2016 10:57,591,687
06-10-2016 10:57,287,387
06-10-2016 10:57,177,577
06-10-2016 10:57,1315,2009
06-10-2016 10:57,1272,2937
06-10-2016 10:57,540,2803
06-10-2016 10:57,676,1200
06-10-2016 10:57,724,1322
06-10-2016 10:57,1184,3103
06-10-2016 10:57,340,485
06-10-2016 11:30,696,1200
06-10-2016 11:30,1366,1920
06-10-2016 11:30,3043,3883
06-10-2016 11:30,450,470
06-10-2016 11:30,657,690
06-10-2016 11:30,614,687
06-10-2016 11:30,569,2803
06-10-2016 11:30,749,1322
06-10-2016 11:30,1363,2009
06-10-2016 11:30,1229,3103
06-10-2016 11:30,191,577
06-10-2016 11:30,346,485
06-10-2016 11:30,1303,2937
06-10-2016 11:30,300,387
06-10-2016 12:04,757,1322
06-10-2016 12:04,199,577
06-10-2016 12:04,673,690
06-10-2016 12:04,1405,2009
06-10-2016 12:04,1394,1920
06-10-2016 12:04,1273,3103
06-10-2016 12:04,345,485
06-10-2016 12:04,711,1200
06-10-2016 12:04,312,387
06-10-2016 12:04,648,687
06-10-2016 12:04,3117,3883
06-10-2016 12:04,460,470
06-10-2016 12:04,1330,2937
06-10-2016 12:04,592,2803
06-10-2016 12:24,343,485
06-10-2016 12:30,206,577
06-10-2016 12:30,1408,1920
06-10-2016 12:30,723,1200
06-10-2016 12:30,1348,2937
06-10-2016 12:30,659,687
06-10-2016 12:30,1436,2009
06-10-2016 12:30,1283,3103
06-10-2016 12:30,680,690
06-10-2016 12:30,777,1322
06-10-2016 12:30,465,470
06-10-2016 12:30,3126,3883
06-10-2016 12:30,322,387
06-10-2016 12:30,600,2803
06-10-2016 12:57,785,1322
06-10-2016 12:57,345,485
06-10-2016 12:57,1344,2937
06-10-2016 12:57,3137,3883
06-10-2016 12:57,728,1200
06-10-2016 12:57,600,687
06-10-2016 12:57,1385,2009
06-10-2016 12:57,1220,3103
06-10-2016 12:57,330,387
06-10-2016 12:57,605,2803
06-10-2016 12:57,459,470
06-10-2016 12:57,1422,1920
06-10-2016 12:57,198,577
06-10-2016 12:57,672,690
06-10-2016 13:30,344,485
06-10-2016 13:30,671,690
06-10-2016 13:30,1340,2937
06-10-2016 13:30,779,1322
06-10-2016 13:30,1419,1920
06-10-2016 13:30,727,1200
06-10-2016 13:30,585,687
06-10-2016 13:30,208,577
06-10-2016 13:30,325,387
06-10-2016 13:30,1364,2009
06-10-2016 13:30,3130,3883
06-10-2016 13:30,592,2803
06-10-2016 13:30,460,470
06-10-2016 13:30,1196,3103
06-10-2016 13:57,455,470
06-10-2016 13:57,3134,3883
06-10-2016 13:57,781,1322
06-10-2016 13:57,582,687
06-10-2016 13:57,328,387
06-10-2016 13:57,1337,2937
06-10-2016 13:57,666,690
06-10-2016 13:57,343,485
06-10-2016 13:57,581,2803
06-10-2016 13:57,1363,2009
06-10-2016 13:57,1421,1920
06-10-2016 13:57,1178,3103
06-10-2016 13:57,724,1200
06-10-2016 13:57,200,577
06-10-2016 14:30,320,485
06-10-2016 14:30,175,577
06-10-2016 14:30,307,387
06-10-2016 14:30,1306,2009
06-10-2016 14:30,701,1200
06-10-2016 14:30,3055,3883
06-10-2016 14:30,570,687
06-10-2016 14:30,644,690
06-10-2016 14:30,1388,1920
06-10-2016 14:30,541,2803
06-10-2016 14:30,1124,3103
06-10-2016 14:30,1271,2937
06-10-2016 14:30,438,470
06-10-2016 14:30,736,1322
06-10-2016 15:04,683,1200
06-10-2016 15:04,1081,3103
06-10-2016 15:04,547,687
06-10-2016 15:04,1246,2937
06-10-2016 15:04,509,2803
06-10-2016 15:04,1346,1920
06-10-2016 15:04,429,470
06-10-2016 15:04,321,485
06-10-2016 15:04,296,387
06-10-2016 15:04,629,690
06-10-2016 15:04,2921,3883
06-10-2016 15:04,721,1322
06-10-2016 15:04,158,577
06-10-2016 15:04,1268,2009
06-10-2016 15:31,642,1200
06-10-2016 15:31,1215,2009
06-10-2016 15:31,594,690
06-10-2016 15:31,1191,2937
06-10-2016 15:31,403,470
06-10-2016 15:31,490,2803
06-10-2016 15:31,287,387
06-10-2016 15:31,2748,3883
06-10-2016 15:31,696,1322
06-10-2016 15:31,1032,3103
06-10-2016 15:31,310,485
06-10-2016 15:31,153,577
06-10-2016 15:31,1269,1920
06-10-2016 15:31,519,687
06-10-2016 16:04,135,577
06-10-2016 16:04,434,2803
06-10-2016 16:04,393,470
06-10-2016 16:04,1170,1920
06-10-2016 16:04,593,1200
06-10-2016 16:04,298,485
06-10-2016 16:04,260,387
06-10-2016 16:04,501,687
06-10-2016 16:04,973,3103
06-10-2016 16:04,2542,3883
06-10-2016 16:04,1123,2937
06-10-2016 16:04,565,690
06-10-2016 16:04,1157,2009
06-10-2016 16:04,656,1322
06-10-2016 16:30,479,687
06-10-2016 16:30,397,2803
06-10-2016 16:30,1101,2009
06-10-2016 16:30,278,485
06-10-2016 16:30,521,1200
06-10-2016 16:30,2247,3883
06-10-2016 16:30,1028,1920
06-10-2016 16:30,347,470
06-10-2016 16:30,500,690
06-10-2016 16:30,1025,2937
06-10-2016 16:30,247,387
06-10-2016 16:30,622,1322
06-10-2016 16:30,129,577
06-10-2016 16:30,907,3103
07-10-2016 08:03,242,1200
07-10-2016 08:03,58,577
07-10-2016 08:03,587,1920
07-10-2016 08:03,747,3103
07-10-2016 08:03,105,387
07-10-2016 08:03,240,485
07-10-2016 08:03,189,2803
07-10-2016 08:03,173,690
07-10-2016 08:03,121,470
07-10-2016 08:03,813,2009
07-10-2016 08:03,390,1322
07-10-2016 08:03,1040,3883
07-10-2016 08:03,423,687
07-10-2016 08:03,518,2937
07-10-2016 08:30,443,687
07-10-2016 08:30,250,2803
07-10-2016 08:30,871,2009
07-10-2016 08:30,324,1200
07-10-2016 08:30,61,577
07-10-2016 08:30,738,1920
07-10-2016 08:30,126,387
07-10-2016 08:30,1409,3883
07-10-2016 08:30,254,485
07-10-2016 08:30,655,2937
07-10-2016 08:30,428,1322
07-10-2016 08:30,821,3103
07-10-2016 08:30,189,470
07-10-2016 08:30,275,690
07-10-2016 09:04,900,1920
07-10-2016 09:04,501,687
07-10-2016 09:04,829,2937
07-10-2016 09:04,75,577
07-10-2016 09:04,396,690
07-10-2016 09:04,159,387
07-10-2016 09:04,942,3103
07-10-2016 09:04,263,470
07-10-2016 09:04,326,2803
07-10-2016 09:04,990,2009
07-10-2016 09:04,424,1200
07-10-2016 09:04,489,1322
07-10-2016 09:04,274,485
07-10-2016 09:04,1881,3883
07-10-2016 09:30,1062,2009
07-10-2016 09:30,1013,1920
07-10-2016 09:30,917,2937
07-10-2016 09:30,372,2803
07-10-2016 09:30,451,690
07-10-2016 09:30,283,485
07-10-2016 09:30,294,470
07-10-2016 09:30,1003,3103
07-10-2016 09:30,531,1322
07-10-2016 09:30,183,387
07-10-2016 09:30,2149,3883
07-10-2016 09:30,508,1200
07-10-2016 09:30,103,577
07-10-2016 09:30,531,687
07-10-2016 09:57,199,387
07-10-2016 09:57,1076,3103
07-10-2016 09:57,322,470
07-10-2016 09:57,2371,3883
07-10-2016 09:57,569,687
07-10-2016 09:57,578,1322
07-10-2016 09:57,404,2803
07-10-2016 09:57,979,2937
07-10-2016 09:57,1125,1920
07-10-2016 09:57,302,485
07-10-2016 09:57,128,577
07-10-2016 09:57,1147,2009
07-10-2016 09:57,580,1200
07-10-2016 09:57,482,690
07-10-2016 10:30,2516,3883
07-10-2016 10:30,617,1322
07-10-2016 10:30,508,690
07-10-2016 10:30,447,2803
07-10-2016 10:30,619,1200
07-10-2016 10:30,309,485
07-10-2016 10:30,1223,2009
07-10-2016 10:30,1041,2937
07-10-2016 10:30,339,470
07-10-2016 10:30,1138,3103
07-10-2016 10:30,606,687
07-10-2016 10:30,224,387
07-10-2016 10:30,172,577
07-10-2016 10:30,1186,1920
07-10-2016 10:57,309,485
07-10-2016 10:57,351,470
07-10-2016 10:57,528,690
07-10-2016 10:57,1162,3103
07-10-2016 10:57,246,387
07-10-2016 10:57,1229,1920
07-10-2016 10:57,643,1322
07-10-2016 10:57,477,2803
07-10-2016 10:57,622,687
07-10-2016 10:57,1083,2937
07-10-2016 10:57,1265,2009
07-10-2016 10:57,188,577
07-10-2016 10:57,656,1200
07-10-2016 10:57,2591,3883
07-10-2016 11:30,643,687
07-10-2016 11:30,532,690
07-10-2016 11:30,354,470
07-10-2016 11:30,199,577
07-10-2016 11:30,490,2803
07-10-2016 11:30,657,1322
07-10-2016 11:30,1300,2009
07-10-2016 11:30,1183,3103
07-10-2016 11:30,304,485
07-10-2016 11:30,1250,1920
07-10-2016 11:30,2638,3883
07-10-2016 11:30,254,387
07-10-2016 11:30,677,1200
07-10-2016 11:30,1090,2937
07-10-2016 12:03,210,577
07-10-2016 12:03,1357,2009
07-10-2016 12:03,697,1322
07-10-2016 12:03,660,687
07-10-2016 12:03,315,485
07-10-2016 12:03,1256,1920
07-10-2016 12:03,683,1200
07-10-2016 12:03,545,690
07-10-2016 12:03,2659,3883
07-10-2016 12:03,1136,2937
07-10-2016 12:03,276,387
07-10-2016 12:03,509,2803
